ID,Deadline,IAR,RespTime,RunTime,selected_models,label,Accuracy,combiner_policy,e2e_time_ms,Success,selected_folder,ModelSize,mobilenet_v3_small_label,resnet18_label,resnet34_label,resnet50_label,resnet101_label,vit_b_16_label,mobilenet_v3_small_prob,resnet18_prob,resnet34_prob,resnet50_prob,resnet101_prob,vit_b_16_prob,mobilenet_v3_small_wait,resnet18_wait,resnet34_wait,resnet50_wait,resnet101_wait,vit_b_16_wait,main_policy,alpha
REQ-00005,1000,5000,1.123572826385498,19.336093187332153,"['vit_b_16', 'resnet101', 'mobilenet_v3_small']",albatross,1.0,weighted_majority,1123.4014999936335,True,n02058221,3.0,albatross,,,,albatross,albatross,0.9999977350234985,-1.0,-1.0,-1.0,0.9990942478179932,0.9255006313323975,0.04983596689491812,0.06871998527043345,0.10596205627094467,0.18003288365114056,0.39672361630844133,0.2614745595724408,greedy,1.0
REQ-00006,1000,5000,1.615483283996582,20.83490300178528,"['vit_b_16', 'mobilenet_v3_small', 'resnet101']",bittern,0.8993426035157471,weighted_majority,1615.1324579841457,True,n02011460,3.0,white_stork,,,,bittern,bittern,0.20556297898292542,-1.0,-1.0,-1.0,0.9507192969322205,0.8859221339225769,0.04945344318488368,0.06871998527043345,0.10596205627094467,0.18003288365114056,0.4226867546775972,0.25905720361519674,greedy,1.0




REQ-00000,1000,5000,0.7241690158843994,2.86102294921875e-06,"['vit_b_16', 'mobilenet_v3_small', 'resnet34']",night_snake,0.7011376459938518,weighted_majority,723.8529580063187,True,n01740131,3.0,thunder_snake,,night_snake,,,night_snake,0.561420738697052,-1.0,0.47272172570228577,-1.0,-1.0,0.8443836569786072,0.16426834385124245,0.09135034974216401,0.2513572382876424,0.43863070078762545,0.576424103472442,0.4173699094975436,greedy,0.1
REQ-00003,1000,5000,0.46291208267211914,11.15962290763855,"['mobilenet_v3_small', 'resnet34', 'vit_b_16']",tench,1.0,weighted_majority,462.6302079996094,True,n01440764,3.0,tench,,tench,,,tench,0.724355936050415,-1.0,0.5744019746780396,-1.0,-1.0,0.898141622543335,0.13246530066755577,0.09135034974216401,0.21917382771169133,0.43863070078762545,0.576424103472442,0.36332212202370934,greedy,0.1
REQ-00004,1000,5000,0.6671178340911865,15.738769769668579,"['mobilenet_v3_small', 'vit_b_16', 'resnet34']",pelican,1.0,weighted_majority,666.5094159543514,True,n02051845,3.0,pelican,,pelican,,,pelican,0.9769382476806641,-1.0,0.6358952522277832,-1.0,-1.0,0.875220000743866,0.12333457060080019,0.09135034974216401,0.2108163449405222,0.43863070078762545,0.576424103472442,0.3425775098213384,greedy,0.1
REQ-00005,1000,5000,0.9634687900543213,24.494438886642456,"['mobilenet_v3_small', 'resnet34', 'vit_b_16']",red-backed_sandpiper,1.0,weighted_majority,963.2114170235582,True,n02027492,3.0,red-backed_sandpiper,,red-backed_sandpiper,,,red-backed_sandpiper,0.9815619587898254,-1.0,0.9907782077789307,-1.0,-1.0,0.9026951789855957,0.11538311354072017,0.09135034974216401,0.20334051044647,0.43863070078762545,0.576424103472442,0.33461595883920453,greedy,0.1
REQ-00000,1000,5000,0.7344319820404053,3.0994415283203125e-06,"['vit_b_16', 'mobilenet_v3_small', 'resnet34']",komodo_dragon,0.7860979833955551,weighted_majority,734.0924160089344,True,n01695060,3.0,common_iguana,,komodo_dragon,,,komodo_dragon,0.4927350878715515,-1.0,0.9331537485122681,-1.0,-1.0,0.8776662945747375,0.10816410218664815,0.09135034974216401,0.196786159401823,0.43863070078762545,0.576424103472442,0.35110196295528406,greedy,0.1
REQ-00001,1000,5000,0.6246130466461182,3.0762288570404053,"['vit_b_16', 'mobilenet_v3_small', 'resnet34']",sea_lion,1.0,weighted_majority,621.5444999979809,True,n02077923,3.0,sea_lion,,sea_lion,,,sea_lion,0.9992924928665161,-1.0,0.9994192123413086,-1.0,-1.0,0.8825080394744873,0.10183269196798335,0.09135034974216401,0.19099454346164071,0.43863070078762545,0.576424103472442,0.3454708666597556,greedy,0.1
REQ-00002,1000,5000,0.8956327438354492,12.793248176574707,"['mobilenet_v3_small', 'vit_b_16', 'resnet34']",flamingo,1.0,weighted_majority,895.3416249714792,True,n02007558,3.0,flamingo,,flamingo,,,flamingo,0.9999891519546509,-1.0,0.9993440508842468,-1.0,-1.0,0.8811352252960205,0.09625842277118501,0.09135034974216401,0.18487818911547665,0.43863070078762545,0.576424103472442,0.3284504799937801,greedy,0.1
REQ-00003,1000,5000,1.7965388298034668,13.079296112060547,"['mobilenet_v3_small', 'resnet34', 'resnet101']",black_grouse,1.0,weighted_majority,1793.50762499962,True,n01795545,3.0,black_grouse,,black_grouse,,black_grouse,,0.9695146083831787,-1.0,0.9674862623214722,-1.0,0.9882982969284058,-1.0,0.09106698049406652,0.09135034974216401,0.18487818911547665,0.43863070078762545,0.576424103472442,10.840716211,greedy,0.1
REQ-00004,1000,5000,0.7110309600830078,17.71148705482483,"['mobilenet_v3_small', 'resnet34', 'vit_b_16']",hermit_crab,1.0,weighted_majority,709.7913749748841,True,n01986214,3.0,hermit_crab,,hermit_crab,,,hermit_crab,0.35068559646606445,-1.0,0.9233255386352539,-1.0,-1.0,0.9110196828842163,0.14916758244465989,0.09135034974216401,0.1762207131835361,0.43863070078762545,0.5971539931251979,0.3410053319944021,greedy,0.1
REQ-00005,1000,5000,0.57778000831604,18.96656322479248,"['resnet34', 'mobilenet_v3_small', 'vit_b_16']",barn_spider,1.0,weighted_majority,577.4584580212831,True,n01773549,3.0,barn_spider,,barn_spider,,,barn_spider,0.8611655235290527,-1.0,0.4645345211029053,-1.0,-1.0,0.8474708199501038,0.1382429242001939,0.09135034974216401,0.1649606418651825,0.43863070078762545,0.5971539931251979,0.3485767987949619,greedy,0.1




REQ-00001,1000,5000,4.868088960647583,0.08333897590637207,"['mobilenet_v3_small', 'resnet50', 'resnet101']",american_alligator,1.0,weighted_majority,4867.863708001096,True,n01698640,3.0,american_alligator,,,american_alligator,american_alligator,,0.9773513078689575,-1.0,-1.0,0.9925811290740967,0.9984788298606873,-1.0,0.05277532041101146,0.07087218058749395,0.12514739321487897,0.19364279735644657,0.541231924537054,10.840716211,greedy,0.2
REQ-00003,1000,5000,3.645604133605957,5.6822669506073,"['mobilenet_v3_small', 'vit_b_16', 'resnet50']",snail,1.0,weighted_majority,3645.3723330050707,True,n01944390,3.0,snail,,,snail,,snail,0.9893603324890137,-1.0,-1.0,0.9974517226219177,-1.0,0.8637568354606628,0.13018542953291928,0.07087218058749395,0.12514739321487897,0.39358101585872174,0.7594217320833486,0.7228983766116599,greedy,0.2
REQ-00002,1000,5000,10.449146270751953,2.5335659980773926,"['mobilenet_v3_small', 'resnet50', 'resnet101']",tiger_shark,1.0,weighted_majority,10448.94816703163,True,n01491361,3.0,tiger_shark,,,tiger_shark,tiger_shark,,0.8906632661819458,-1.0,-1.0,0.897804319858551,0.866104006767273,-1.0,0.13971058836991032,0.07087218058749395,0.12514739321487897,0.19693901762080193,0.541231924537054,10.840716211,greedy,0.2
REQ-00000,1000,5000,13.275177955627441,2.86102294921875e-06,"['vit_b_16', 'mobilenet_v3_small', 'resnet50']",green_lizard,1.0,weighted_majority,13274.79354100069,True,n01693334,3.0,green_lizard,,,green_lizard,,green_lizard,0.8814318180084229,-1.0,-1.0,0.9317718744277954,-1.0,0.8892020583152771,0.05277532041101146,0.07087218058749395,0.12514739321487897,0.19364279735644657,0.541231924537054,0.27787641845739985,greedy,0.2
REQ-00004,1000,5000,0.9117071628570557,21.840875148773193,"['resnet50', 'vit_b_16', 'resnet34']",sea_slug,1.0,weighted_majority,909.6319159725681,True,n01950731,3.0,,,sea_slug,sea_slug,,sea_slug,-1.0,-1.0,0.9992052912712097,0.999727189540863,-1.0,0.8974359035491943,1.0963752479216646,0.07087218058749395,0.12514739321487897,0.37158125284556465,1.4874948588750139,0.741964138950494,greedy,0.2
REQ-00005,1000,5000,1.0829570293426514,24.223371982574463,"['resnet50', 'resnet34', 'vit_b_16']",bee_eater,1.0,weighted_majority,1082.2588749579154,True,n01828970,3.0,,,bee_eater,bee_eater,,bee_eater,-1.0,-1.0,0.9943722486495972,0.9797359704971313,-1.0,0.8998830318450928,1.0963752479216646,0.07087218058749395,0.12969265389339107,0.3547535275610082,1.4874948588750139,0.6887175250554446,greedy,0.2
REQ-00000,1000,5000,1.076171875,3.0994415283203125e-06,"['vit_b_16', 'resnet34', 'resnet50']",vine_snake,1.0,weighted_majority,1075.042416981887,True,n01739381,3.0,,,vine_snake,vine_snake,,vine_snake,-1.0,-1.0,0.6108161211013794,0.8227744698524475,-1.0,0.678432822227478,1.0963752479216646,0.07087218058749395,0.13117068850405197,0.3389006748049074,1.4874948588750139,0.6642921725499001,greedy,0.2
REQ-00001,1000,5000,0.9781079292297363,5.115962266921997,"['vit_b_16', 'resnet34', 'resnet50']",goose,1.0,weighted_majority,976.1834579985589,True,n01855672,3.0,,,goose,goose,,goose,-1.0,-1.0,0.996324360370636,0.9785233736038208,-1.0,0.8838714361190796,1.0963752479216646,0.07087218058749395,0.15279441965364676,0.32510280732441665,1.4874948588750139,0.6166953552949102,greedy,0.2
REQ-00002,1000,5000,0.7632842063903809,12.332120180130005,"['resnet34', 'vit_b_16', 'resnet50']",whiptail,1.0,weighted_majority,762.547624995932,True,n01685808,3.0,,,whiptail,whiptail,,whiptail,-1.0,-1.0,0.9832699298858643,0.9707087874412537,-1.0,0.8850173950195312,1.0963752479216646,0.07087218058749395,0.1519008776882821,0.311993926591975,1.4874948588750139,0.5940015197654192,greedy,0.2
REQ-00003,1000,5000,0.7148301601409912,13.486950159072876,"['resnet34', 'resnet50', 'vit_b_16']",wallaby,1.0,weighted_majority,714.4398330128752,True,n01877812,3.0,,,wallaby,wallaby,,wallaby,-1.0,-1.0,0.9994267225265503,0.9999567270278931,-1.0,0.8774664998054504,1.0963752479216646,0.07087218058749395,0.15100308991945388,0.3004172339327775,1.4874948588750139,0.5528946677888772,greedy,0.2





REQ-00000,1000,5000,1.6698551177978516,9.298324584960938e-06,"['vit_b_16', 'resnet101', 'mobilenet_v3_small']",hen,1.0,weighted_majority,1667.781834024936,True,n01514859,3.0,hen,,,,hen,hen,0.9794132709503174,-1.0,-1.0,-1.0,0.9668156504631042,0.9072573184967041,0.08326188772985359,0.07708912738693431,0.1274183807327427,0.1712609715622648,0.6054197865910116,0.2700901260503516,greedy,0.3
REQ-00001,1000,5000,0.7090580463409424,3.6131670475006104,"['vit_b_16', 'mobilenet_v3_small', 'resnet101']",goldfish,1.0,weighted_majority,707.6985830208287,True,n01443537,3.0,goldfish,,,,goldfish,goldfish,0.9945703148841858,-1.0,-1.0,-1.0,0.9752110242843628,0.900320291519165,0.07884559895686823,0.07708912738693431,0.1274183807327427,0.1712609715622648,0.6256938079319104,0.30233621344531647,greedy,0.3
REQ-00000,1000,5000,1.006742000579834,3.0994415283203125e-06,"['vit_b_16', 'resnet101', 'mobilenet_v3_small']",agama,1.0,weighted_majority,1006.4154169522226,True,n01687978,3.0,agama,,,,agama,agama,0.46768876910209656,-1.0,-1.0,-1.0,0.9941383600234985,0.9159137010574341,0.07542103906118142,0.07708912738693431,0.1274183807327427,0.1712609715622648,0.5864324271387193,0.29497539210078483,greedy,0.3
REQ-00001,1000,5000,1.3290348052978516,2.7005062103271484,"['vit_b_16', 'resnet101', 'mobilenet_v3_small']",black_widow,0.8281771628790657,weighted_majority,1327.7043749694712,True,n01774384,3.0,wolf_spider,,,,black_widow,black_widow,0.38702842593193054,-1.0,-1.0,-1.0,0.9725112915039062,0.8929456472396851,0.07356013515506328,0.07708912738693431,0.1274183807327427,0.1712609715622648,0.5615075844248475,0.28858185289070637,greedy,0.3
REQ-00002,1000,5000,1.9446179866790771,7.982337236404419,"['vit_b_16', 'mobilenet_v3_small', 'resnet101']",crane,1.0,weighted_majority,1943.6735000344925,True,n02012849,3.0,crane,,,,crane,crane,0.9461384415626526,-1.0,-1.0,-1.0,0.877682626247406,0.8750324249267578,0.07117392163955695,0.07708912738693431,0.1274183807327427,0.1712609715622648,0.5831219259823628,0.28524846760163575,greedy,0.3
REQ-00003,1000,5000,0.7821509838104248,14.101697206497192,"['vit_b_16', 'mobilenet_v3_small', 'resnet101']",american_coot,1.0,weighted_majority,780.2629999932833,True,n02018207,3.0,american_coot,,,,american_coot,american_coot,0.9436925649642944,-1.0,-1.0,-1.0,0.9957929849624634,0.8783217072486877,0.06814632947560126,0.07708912738693431,0.1274183807327427,0.1712609715622648,0.6202107333841265,0.32536252084147216,greedy,0.3
REQ-00004,1000,5000,3.1647050380706787,17.764665126800537,"['vit_b_16', 'mobilenet_v3_small', 'resnet101']",chambered_nautilus,1.0,weighted_majority,3164.4774580490775,True,n01968897,3.0,chambered_nautilus,,,,chambered_nautilus,chambered_nautilus,0.9964258074760437,-1.0,-1.0,-1.0,0.9799179434776306,0.8986582159996033,0.06659079652804113,0.07708912738693431,0.1274183807327427,0.1712609715622648,0.5904037600457138,0.3120279687573249,greedy,0.3
REQ-00005,1000,5000,3.471552848815918,18.496575117111206,"['vit_b_16', 'mobilenet_v3_small', 'resnet101']",mud_turtle,1.0,weighted_majority,3471.1106249596924,True,n01667114,3.0,mud_turtle,,,,mud_turtle,mud_turtle,0.4225921630859375,-1.0,-1.0,-1.0,0.6716458797454834,0.8668272495269775,0.06734131687523702,0.07708912738693431,0.1274183807327427,0.1712609715622648,0.5904037600457138,0.31961937188159245,greedy,0.3




REQ-00000,1000,5000,0.8636689186096191,3.0994415283203125e-06,"['vit_b_16', 'resnet101', 'mobilenet_v3_small']",dungeness_crab,1.0,weighted_majority,862.7422080026008,True,n01978287,3.0,dungeness_crab,,,,dungeness_crab,dungeness_crab,0.6057742238044739,-1.0,-1.0,-1.0,0.9484166502952576,0.8974549174308777,0.0507413982832552,0.0778432648622093,0.1300966872837921,0.172233584928498,0.6425361198918104,0.3849954551594685,greedy,0.4
REQ-00001,1000,5000,1.7879140377044678,4.819982051849365,"['vit_b_16', 'resnet101', 'mobilenet_v3_small']",kite,1.0,weighted_majority,1786.0625829780474,True,n01608432,3.0,kite,,,,kite,kite,0.6674704551696777,-1.0,-1.0,-1.0,0.9834967851638794,0.899573564529419,0.05115045845492968,0.0778432648622093,0.1300966872837921,0.172233584928498,0.6168314079026294,0.36639380964352164,greedy,0.4
REQ-00002,1000,5000,1.3975579738616943,16.16783905029297,"['vit_b_16', 'mobilenet_v3_small', 'resnet101']",green_snake,1.0,weighted_majority,1396.5155410114676,True,n01729977,3.0,green_snake,,,,green_snake,green_snake,0.7727503776550293,-1.0,-1.0,-1.0,0.902521014213562,0.9326379895210266,0.05099781260943671,0.0778432648622093,0.1300966872837921,0.172233584928498,0.6334862671123664,0.3894975286791695,greedy,0.4
REQ-00003,1000,5000,1.6310100555419922,17.880606174468994,"['vit_b_16', 'mobilenet_v3_small', 'resnet101']",barn_spider,0.9245153657358622,weighted_majority,1628.7448329967447,True,n01773549,3.0,mask,,,,barn_spider,barn_spider,0.14972928166389465,-1.0,-1.0,-1.0,0.9236711859703064,0.9101725220680237,0.051690731348493044,0.0778432648622093,0.1300966872837921,0.172233584928498,0.6551577404011298,0.36886237581125253,greedy,0.4
REQ-00004,1000,5000,10.252722024917603,21.23703122138977,"['vit_b_16', 'mobilenet_v3_small', 'resnet101']",wallaby,1.0,weighted_majority,10252.606708032545,True,n01877812,3.0,wallaby,,,,wallaby,wallaby,0.9167797565460205,-1.0,-1.0,-1.0,0.9999053478240967,0.8759142756462097,0.05160355821364374,0.0778432648622093,0.1300966872837921,0.172233584928498,0.6975867663610169,0.35159463823012727,greedy,0.4
REQ-00006,1000,5000,14.1211838722229,22.68664789199829,"['mobilenet_v3_small', 'resnet101', 'resnet50']",tarantula,1.0,weighted_majority,14120.935542043298,True,n01774750,3.0,tarantula,,,tarantula,tarantula,,0.9902716279029846,-1.0,-1.0,0.9998444318771362,0.9999306201934814,-1.0,0.16356090239227936,0.0778432648622093,0.1300966872837921,0.172233584928498,0.6975867663610169,10.840716211,greedy,0.4
REQ-00005,1000,5000,16.52519416809082,21.35295820236206,"['mobilenet_v3_small', 'resnet101', 'resnet50']",american_coot,1.0,weighted_majority,16524.6026670211,True,n02018207,3.0,american_coot,,,american_coot,american_coot,,0.9765322208404541,-1.0,-1.0,0.999721109867096,0.9997691512107849,-1.0,0.05160355821364374,0.0778432648622093,0.1300966872837921,0.172233584928498,0.6975867663610169,10.840716211,greedy,0.4
REQ-00001,1000,5000,0.5705058574676514,0.19703221321105957,"['resnet50', 'resnet34', 'mobilenet_v3_small']",conch,0.7763849143653297,weighted_majority,570.4441670095548,True,n01943899,3.0,harmonica,,conch,conch,,,0.5637251734733582,-1.0,0.9597665071487427,0.997470498085022,-1.0,-1.0,0.6194865109377463,0.0778432648622093,0.1300966872837921,0.19015584379208342,3.4514298016771816,10.840716211,greedy,0.4
REQ-00000,1000,5000,4.933776140213013,4.0531158447265625e-06,"['vit_b_16', 'resnet50', 'resnet34']",flamingo,1.0,weighted_majority,4933.649167011026,True,n02007558,3.0,,,flamingo,flamingo,,flamingo,-1.0,-1.0,0.9999932050704956,0.9994276165962219,-1.0,0.8848594427108765,0.6194865109377463,0.0778432648622093,0.1300966872837921,0.19015584379208342,3.4514298016771816,0.5182780744071145,greedy,0.4
REQ-00002,1000,5000,5.50248908996582,0.6824822425842285,"['vit_b_16', 'resnet50', 'resnet34']",hammerhead,1.0,weighted_majority,5500.879667000845,True,n01494475,3.0,,,hammerhead,hammerhead,,hammerhead,-1.0,-1.0,0.895225465297699,0.9234136343002319,-1.0,0.7663875222206116,0.5615215598439718,0.0778432648622093,0.1293200185554129,0.1870811594128751,3.4514298016771816,0.5286712669664031,greedy,0.4
REQ-00003,1000,5000,0.7727339267730713,21.628034114837646,"['resnet34', 'resnet50', 'vit_b_16']",great_white_shark,1.0,weighted_majority,772.0607499941252,True,n01484850,3.0,,,great_white_shark,great_white_shark,,great_white_shark,-1.0,-1.0,0.9927554726600647,0.9891050457954407,-1.0,0.8836032152175903,0.5615215598439718,0.0778432648622093,0.13041014502988443,0.523097019124429,3.4514298016771816,0.9756759402697628,greedy,0.4
REQ-00004,1000,5000,1.029660940170288,24.494649171829224,"['resnet34', 'resnet50', 'vit_b_16']",american_alligator,1.0,weighted_majority,1027.6374589884654,True,n01698640,3.0,,,american_alligator,american_alligator,,american_alligator,-1.0,-1.0,0.24763453006744385,0.3436356782913208,-1.0,0.9046330451965332,0.5615215598439718,0.0778432648622093,0.135154630526896,0.48773051721198607,3.4514298016771816,0.8957137462427865,greedy,0.4




REQ-00002,1000,5000,3.1408729553222656,3.5581839084625244,"['vit_b_16', 'resnet101', 'mobilenet_v3_small']",conch,0.9276832222446751,weighted_majority,3140.52754198201,True,n01943899,3.0,torch,,,,conch,conch,0.15179923176765442,-1.0,-1.0,-1.0,0.9825744032859802,0.9647136926651001,0.06216927709404092,0.073454554032445,0.13221739622143952,0.195489829151052,0.5714739307493101,0.28160895447982814,greedy,0.5
REQ-00004,1000,5000,3.10715389251709,20.365066051483154,"['resnet101', 'mobilenet_v3_small', 'resnet50']",kite,1.0,weighted_majority,3106.9436669931747,True,n01608432,3.0,kite,,,kite,kite,,0.8539947867393494,-1.0,-1.0,0.911648154258728,0.9979850053787231,-1.0,0.13906214444617315,0.073454554032445,0.13221739622143952,0.195489829151052,0.6465024239069412,10.840716211,greedy,0.5
REQ-00003,1000,5000,3.602864980697632,20.037389039993286,"['vit_b_16', 'resnet101', 'mobilenet_v3_small']",pelican,1.0,weighted_majority,3602.032750030048,True,n02051845,3.0,pelican,,,,pelican,pelican,0.9981708526611328,-1.0,-1.0,-1.0,0.9969255328178406,0.8776606917381287,0.13906214444617315,0.073454554032445,0.13221739622143952,0.195489829151052,0.6465024239069412,0.4295068590318454,greedy,0.5
REQ-00000,1000,5000,1.2495591640472412,2.86102294921875e-06,"['vit_b_16', 'resnet101', 'mobilenet_v3_small']",american_coot,1.0,weighted_majority,1248.6921250238083,True,n02018207,3.0,american_coot,,,,american_coot,american_coot,0.9974617958068848,-1.0,-1.0,-1.0,0.9996471405029297,0.9103408455848694,0.12250041700140026,0.073454554032445,0.13221739622143952,0.3569332462359468,0.7615369433646225,0.5212474731286609,greedy,0.5
REQ-00003,1000,5000,1.287964105606079,7.746945858001709,"['vit_b_16', 'mobilenet_v3_small', 'resnet101']",conch,1.0,weighted_majority,1287.7616249606945,True,n01943899,3.0,conch,,,,conch,conch,0.9947535991668701,-1.0,-1.0,-1.0,0.9999984502792358,0.8463597297668457,0.10974587099402079,0.073454554032445,0.13221739622143952,0.3569332462359468,0.6850730157128098,0.4672634849107939,greedy,0.5




REQ-00000,1000,5000,1.041914939880371,2.1457672119140625e-06,"['vit_b_16', 'resnet101', 'mobilenet_v3_small']",black_widow,1.0,weighted_majority,1041.4178330102004,True,n01774384,3.0,black_widow,,,,black_widow,black_widow,0.9661416411399841,-1.0,-1.0,-1.0,0.9980624318122864,0.8870947360992432,0.06781542722965522,0.08091281411079145,0.12405841482569865,0.1970742196438094,0.7762796116135902,0.3659916272222724,greedy,0.6
REQ-00001,1000,5000,1.3182380199432373,2.445291042327881,"['vit_b_16', 'mobilenet_v3_small', 'resnet101']",green_lizard,0.6472540101004388,weighted_majority,1317.883667012211,True,n01693334,3.0,green_lizard,,,,american_chameleon,green_lizard,0.704068124294281,-1.0,-1.0,-1.0,0.7521193027496338,0.6759964227676392,0.0654137845066897,0.08091281411079145,0.12405841482569865,0.1970742196438094,0.7338830504522312,0.35312506450004516,greedy,0.6
REQ-00000,1000,5000,1.805264949798584,3.0994415283203125e-06,"['vit_b_16', 'resnet101', 'mobilenet_v3_small']",goldfish,1.0,weighted_majority,1804.9968330306,True,n01443537,3.0,goldfish,,,,goldfish,goldfish,0.999968409538269,-1.0,-1.0,-1.0,0.999821126461029,0.8938772678375244,0.06352410605602074,0.08091281411079145,0.12405841482569865,0.1970742196438094,0.7517208454070081,0.33595295805004066,greedy,0.6
REQ-00000,1000,5000,1.0381581783294678,4.291534423828125e-06,"['vit_b_16', 'resnet101', 'mobilenet_v3_small']",kite,0.7140643132825758,weighted_majority,1036.2617079517804,True,n01608432,3.0,kite,,,,ruffed_grouse,kite,0.5756168961524963,-1.0,-1.0,-1.0,0.5606226921081543,0.8244205117225647,0.05294977402880515,0.07322745758421396,0.12067714768696008,0.17250944840040477,0.671118590132216,0.38817470499024975,greedy,0.6
REQ-00001,1000,5000,1.7116150856018066,5.282004117965698,"['vit_b_16', 'resnet101', 'mobilenet_v3_small']",albatross,1.0,weighted_majority,1710.3409160044976,True,n02058221,3.0,albatross,,,,albatross,albatross,0.9006397128105164,-1.0,-1.0,-1.0,0.9994521737098694,0.8533552885055542,0.05524509662592464,0.07322745758421396,0.12067714768696008,0.17250944840040477,0.6533512311189944,0.3736437344912248,greedy,0.6
REQ-00002,1000,5000,1.1687557697296143,8.434973001480103,"['vit_b_16', 'mobilenet_v3_small', 'resnet101']",lorikeet,1.0,weighted_majority,1168.4294589795172,True,n01820546,3.0,lorikeet,,,,lorikeet,lorikeet,0.9998431205749512,-1.0,-1.0,-1.0,0.9997665286064148,0.9049036502838135,0.05342588696333218,0.07322745758421396,0.12067714768696008,0.17250944840040477,0.622123508007095,0.4378378610421023,greedy,0.6
REQ-00004,1000,5000,1.8272039890289307,11.984008073806763,"['mobilenet_v3_small', 'resnet101', 'resnet50']",sea_snake,1.0,weighted_majority,1827.105832984671,True,n01751748,3.0,sea_snake,,,sea_snake,sea_snake,,0.9711242318153381,-1.0,-1.0,0.7848576307296753,0.9640170335769653,-1.0,0.052773398266998964,0.07322745758421396,0.12067714768696008,0.17250944840040477,0.6235236572063855,10.840716211,greedy,0.6
REQ-00003,1000,5000,3.7320690155029297,11.804935932159424,"['vit_b_16', 'mobilenet_v3_small', 'resnet101']",tench,1.0,weighted_majority,3731.6225419635884,True,n01440764,3.0,tench,,,,tench,tench,0.9999057054519653,-1.0,-1.0,-1.0,0.9999544620513916,0.8922513127326965,0.052773398266998964,0.07322745758421396,0.12067714768696008,0.17250944840040477,0.6235236572063855,0.41145267493789206,greedy,0.6
REQ-00005,1000,5000,1.8075270652770996,17.72063112258911,"['vit_b_16', 'mobilenet_v3_small', 'resnet101']",goldfish,1.0,weighted_majority,1805.7585409842432,True,n01443537,3.0,goldfish,,,,goldfish,goldfish,0.9999943971633911,-1.0,-1.0,-1.0,0.9959583878517151,0.8785668611526489,0.18536489259626915,0.07322745758421396,0.12067714768696008,0.1755803035603643,0.6784785823371723,0.5267133074441028,greedy,0.6
