

REQ-00001,10000,750,0.22873973846435547,0.8995189666748047,['mobilenet_v3_small'],loggerhead,1.0,weighted_majority,228.57700008898973,True,n01664065,1.0,loggerhead,,,,,,0.9379588961601257,-1.0,-1.0,-1.0,-1.0,-1.0,0.06498297688762451,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00002,10000,750,0.2323291301727295,0.9999659061431885,['mobilenet_v3_small'],night_snake,1.0,weighted_majority,232.2661669459194,True,n01753488,1.0,night_snake,,,,,,0.9476798176765442,-1.0,-1.0,-1.0,-1.0,-1.0,0.06498297688762451,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00003,10000,750,0.1764380931854248,1.1411898136138916,['mobilenet_v3_small'],harvestman,1.0,weighted_majority,176.05099990032613,True,n01770081,1.0,harvestman,,,,,,0.5503643155097961,-1.0,-1.0,-1.0,-1.0,-1.0,0.06335497919886207,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00004,10000,750,0.24700379371643066,2.496785879135132,['mobilenet_v3_small'],scorpion,1.0,weighted_majority,246.93366698920727,True,n01770393,1.0,scorpion,,,,,,0.9908562898635864,-1.0,-1.0,-1.0,-1.0,-1.0,0.05994363315107828,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00005,10000,750,0.21107006072998047,2.632143974304199,['mobilenet_v3_small'],redshank,1.0,weighted_majority,210.91712499037385,True,n02028035,1.0,redshank,,,,,,0.9970189332962036,-1.0,-1.0,-1.0,-1.0,-1.0,0.05994363315107828,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00006,10000,750,0.4344320297241211,3.000947952270508,['mobilenet_v3_small'],chiton,1.0,weighted_majority,434.37004182487726,True,n01955084,1.0,chiton,,,,,,0.9525514245033264,-1.0,-1.0,-1.0,-1.0,-1.0,0.06067488285237341,-1.0,-1.0,-1.0,-1.0,-1.0




REQ-00000,10000,1000,0.190659761428833,2.86102294921875e-06,['mobilenet_v3_small'],isopod,1.0,weighted_majority,190.23008295334876,True,n01950731,1.0,isopod,,,,,,0.8607876300811768,-1.0,-1.0,-1.0,-1.0,-1.0,0.08832273428327125,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00001,10000,1000,0.2527949810028076,0.9971108436584473,['mobilenet_v3_small'],bustard,1.0,weighted_majority,252.41208402439952,True,n02018795,1.0,bustard,,,,,,0.9984570741653442,-1.0,-1.0,-1.0,-1.0,-1.0,0.08419956085494412,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00002,10000,1000,0.2154991626739502,2.091864824295044,['mobilenet_v3_small'],green_mamba,1.0,weighted_majority,214.4337920472026,True,n01749939,1.0,green_mamba,,,,,,0.7759034037590027,-1.0,-1.0,-1.0,-1.0,-1.0,0.08046880476944972,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00003,10000,1000,0.2519547939300537,3.912039041519165,['mobilenet_v3_small'],wombat,1.0,weighted_majority,251.45824998617172,True,n01883070,1.0,wombat,,,,,,0.8701058626174927,-1.0,-1.0,-1.0,-1.0,-1.0,0.07649782429250473,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00004,10000,1000,0.275554895401001,5.378496170043945,['mobilenet_v3_small'],garden_spider,1.0,weighted_majority,275.3355409950018,True,n01773157,1.0,garden_spider,,,,,,0.6705171465873718,-1.0,-1.0,-1.0,-1.0,-1.0,0.07353634186325426,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00005,10000,1000,0.23894691467285156,5.816537857055664,['mobilenet_v3_small'],ptarmigan,1.0,weighted_majority,237.77566687203944,True,n01796340,1.0,ptarmigan,,,,,,0.998128354549408,-1.0,-1.0,-1.0,-1.0,-1.0,0.07086460767692884,-1.0,-1.0,-1.0,-1.0,-1.0



REQ-00000,10000,500,0.1777479648590088,1.9073486328125e-06,['mobilenet_v3_small'],goldfish,1.0,weighted_majority,177.6145831681788,True,n01443537,1.0,goldfish,,,,,,0.27434325218200684,-1.0,-1.0,-1.0,-1.0,-1.0,0.052694889635870434,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00001,10000,500,0.2429800033569336,0.8349928855895996,['mobilenet_v3_small'],agama,1.0,weighted_majority,242.7702909335494,True,n01687978,1.0,agama,,,,,,0.9984087347984314,-1.0,-1.0,-1.0,-1.0,-1.0,0.051918700672283394,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00002,10000,500,0.2557978630065918,0.9696838855743408,['mobilenet_v3_small'],agama,1.0,weighted_majority,255.74229191988707,True,n01687978,1.0,agama,,,,,,0.9988786578178406,-1.0,-1.0,-1.0,-1.0,-1.0,0.051918700672283394,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00003,10000,500,0.19020318984985352,1.1303179264068604,['mobilenet_v3_small'],sea_lion,1.0,weighted_majority,189.65383293107152,True,n02077923,1.0,sea_lion,,,,,,0.9304556846618652,-1.0,-1.0,-1.0,-1.0,-1.0,0.05104217754454955,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00004,10000,500,0.7258760929107666,1.442018985748291,['mobilenet_v3_small'],brain_coral,1.0,weighted_majority,725.6970000453293,True,n01914609,1.0,brain_coral,,,,,,0.4228827655315399,-1.0,-1.0,-1.0,-1.0,-1.0,0.0506067597900946,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00005,10000,500,0.18494796752929688,2.064485788345337,['mobilenet_v3_small'],boa_constrictor,1.0,weighted_majority,183.12824983149767,True,n01742172,1.0,boa_constrictor,,,,,,0.8561145067214966,-1.0,-1.0,-1.0,-1.0,-1.0,0.09002548381108515,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00006,10000,500,0.21724796295166016,2.36442494392395,['mobilenet_v3_small'],stingray,1.0,weighted_majority,216.29625000059605,True,n01498041,1.0,stingray,,,,,,0.9871816635131836,-1.0,-1.0,-1.0,-1.0,-1.0,0.08519373542997663,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00007,10000,500,0.24507880210876465,3.008121967315674,['mobilenet_v3_small'],bustard,1.0,weighted_majority,244.59729110822082,True,n02018795,1.0,bustard,,,,,,0.9996063113212585,-1.0,-1.0,-1.0,-1.0,-1.0,0.08147326188697897,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00008,10000,500,0.23752713203430176,3.423042058944702,['mobilenet_v3_small'],sombrero,1.0,weighted_majority,233.60216687433422,True,n01774750,1.0,sombrero,,,,,,0.18453899025917053,-1.0,-1.0,-1.0,-1.0,-1.0,0.07812733569828106,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00009,10000,500,0.2799079418182373,3.970881938934326,['mobilenet_v3_small'],goose,1.0,weighted_majority,279.55029206350446,True,n01855672,1.0,goose,,,,,,0.9925658702850342,-1.0,-1.0,-1.0,-1.0,-1.0,0.07526380212845296,-1.0,-1.0,-1.0,-1.0,-1.0


REQ-00000,10000,500,0.34208083152770996,4.0531158447265625e-06,['mobilenet_v3_small'],bald_eagle,1.0,weighted_majority,340.8488330896944,True,n01614925,1.0,bald_eagle,,,,,,0.9846469163894653,-1.0,-1.0,-1.0,-1.0,-1.0,0.04982884774766479,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00001,10000,500,0.2739548683166504,0.588864803314209,['mobilenet_v3_small'],bulbul,1.0,weighted_majority,273.7447500694543,True,n01560419,1.0,bulbul,,,,,,0.9999942779541016,-1.0,-1.0,-1.0,-1.0,-1.0,0.05231656297289831,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00002,10000,500,0.24416804313659668,0.8936350345611572,['mobilenet_v3_small'],bee_eater,1.0,weighted_majority,243.97654202766716,True,n01828970,1.0,bee_eater,,,,,,0.9923547506332397,-1.0,-1.0,-1.0,-1.0,-1.0,0.054960106675608474,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00003,10000,500,0.21595168113708496,1.1561048030853271,['mobilenet_v3_small'],prairie_chicken,1.0,weighted_majority,215.7458330038935,True,n01798484,1.0,prairie_chicken,,,,,,0.999267041683197,-1.0,-1.0,-1.0,-1.0,-1.0,0.05409129600804762,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00004,10000,500,0.19413399696350098,1.417680025100708,['mobilenet_v3_small'],vine_snake,1.0,weighted_majority,193.67179181426764,True,n01739381,1.0,vine_snake,,,,,,0.2697541415691376,-1.0,-1.0,-1.0,-1.0,-1.0,0.053373166407242864,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00005,10000,500,0.23694491386413574,2.0521469116210938,['mobilenet_v3_small'],sea_urchin,1.0,weighted_majority,236.88404192216694,True,n01914609,1.0,sea_urchin,,,,,,0.7718825936317444,-1.0,-1.0,-1.0,-1.0,-1.0,0.052301149766518576,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00006,10000,500,0.4839148998260498,2.1910619735717773,['mobilenet_v3_small'],pelican,1.0,weighted_majority,183.57812496833503,True,n02051845,1.0,pelican,,,,,,0.9958431124687195,-1.0,-1.0,-1.0,-1.0,-1.0,0.052301149766518576,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00007,10000,500,0.2287607192993164,3.0175600051879883,['mobilenet_v3_small'],american_alligator,1.0,weighted_majority,228.35733299143612,True,n01698640,1.0,american_alligator,,,,,,0.9755436182022095,-1.0,-1.0,-1.0,-1.0,-1.0,0.05107477131088005,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00008,10000,500,0.2947571277618408,4.557898998260498,['mobilenet_v3_small'],common_iguana,1.0,weighted_majority,294.50279101729393,True,n01677366,1.0,common_iguana,,,,,,0.7187453508377075,-1.0,-1.0,-1.0,-1.0,-1.0,0.050423394179792046,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00009,10000,500,0.2532539367675781,4.892135143280029,['mobilenet_v3_small'],lorikeet,1.0,weighted_majority,253.21999983862042,True,n01820546,1.0,lorikeet,,,,,,0.9998114705085754,-1.0,-1.0,-1.0,-1.0,-1.0,0.05352735476181284,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00010,10000,500,0.49538187980651855,5.04694390296936,['mobilenet_v3_small'],indigo_bunting,1.0,weighted_majority,193.86612507514656,True,n01537544,1.0,indigo_bunting,,,,,,0.9995684027671814,-1.0,-1.0,-1.0,-1.0,-1.0,0.05352735476181284,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00011,10000,500,0.27783703804016113,5.700588941574097,['mobilenet_v3_small'],lorikeet,1.0,weighted_majority,277.7867498807609,True,n01820546,1.0,lorikeet,,,,,,0.9625763893127441,-1.0,-1.0,-1.0,-1.0,-1.0,0.053321867357068405,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00012,10000,500,0.17377400398254395,5.87828803062439,['mobilenet_v3_small'],goldfish,1.0,weighted_majority,173.6279579345137,True,n01443537,1.0,goldfish,,,,,,0.9914630055427551,-1.0,-1.0,-1.0,-1.0,-1.0,0.053321867357068405,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00000,10000,2000,0.2183520793914795,3.0994415283203125e-06,['mobilenet_v3_small'],hermit_crab,1.0,weighted_majority,218.13112497329712,True,n01986214,1.0,hermit_crab,,,,,,0.871059775352478,-1.0,-1.0,-1.0,-1.0,-1.0,0.056546442698063235,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00001,10000,2000,0.254852294921875,0.6122260093688965,['mobilenet_v3_small'],stingray,1.0,weighted_majority,254.8082920257002,True,n01498041,1.0,stingray,,,,,,0.9289535880088806,-1.0,-1.0,-1.0,-1.0,-1.0,0.055297898428256914,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00002,10000,2000,0.24467897415161133,0.7797796726226807,['mobilenet_v3_small'],hen,1.0,weighted_majority,244.35366690158844,True,n01514859,1.0,hen,,,,,,0.8930298686027527,-1.0,-1.0,-1.0,-1.0,-1.0,0.05459880858543122,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00003,10000,2000,0.23952603340148926,1.3119957447052002,['mobilenet_v3_small'],prairie_chicken,1.0,weighted_majority,239.473249996081,True,n01798484,1.0,prairie_chicken,,,,,,0.9999940395355225,-1.0,-1.0,-1.0,-1.0,-1.0,0.053531627726888104,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00004,10000,2000,0.23472905158996582,1.4145100116729736,['mobilenet_v3_small'],king_snake,1.0,weighted_majority,234.35716703534126,True,n01756291,1.0,king_snake,,,,,,0.47314751148223877,-1.0,-1.0,-1.0,-1.0,-1.0,0.053531627726888104,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00005,10000,2000,0.21536874771118164,5.600653886795044,['mobilenet_v3_small'],black_widow,1.0,weighted_majority,214.6356669254601,True,n01774384,1.0,black_widow,,,,,,0.49301716685295105,-1.0,-1.0,-1.0,-1.0,-1.0,0.05268480845877936,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00000,10000,5000,0.21146225929260254,3.0994415283203125e-06,['mobilenet_v3_small'],conch,1.0,weighted_majority,211.3300831988454,True,n01943899,1.0,conch,,,,,,0.9998220801353455,-1.0,-1.0,-1.0,-1.0,-1.0,0.04751259217304926,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00001,10000,5000,0.22072410583496094,0.23698878288269043,['mobilenet_v3_small'],green_lizard,1.0,weighted_majority,220.54362506605685,True,n01693334,1.0,green_lizard,,,,,,0.9663601517677307,-1.0,-1.0,-1.0,-1.0,-1.0,0.04851433295574434,-1.0,-1.0,-1.0,-1.0,-1.0


REQ-00000,10000,5000,0.21932578086853027,3.0994415283203125e-06,['mobilenet_v3_small'],toucan,1.0,weighted_majority,219.00375001132488,True,n01843383,1.0,toucan,,,,,,0.9989732503890991,-1.0,-1.0,-1.0,-1.0,-1.0,0.05408318194594461,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00001,10000,5000,0.18676891326904297,2.9537510871887207,['mobilenet_v3_small'],hen,1.0,weighted_majority,286.5769169293344,True,n01514859,1.0,hen,,,,,,0.8535675406455994,-1.0,-1.0,-1.0,-1.0,-1.0,0.05324856375135015,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00002,10000,5000,0.19864867210388184,3.33675217628479,['mobilenet_v3_small'],limpkin,1.0,weighted_majority,218.45124987885356,True,n02013706,1.0,limpkin,,,,,,0.9999767541885376,-1.0,-1.0,-1.0,-1.0,-1.0,0.057963807376215135,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00003,10000,5000,0.2462329864501953,7.064770221710205,['mobilenet_v3_small'],tarantula,1.0,weighted_majority,245.92320807278156,True,n01774750,1.0,tarantula,,,,,,0.9999701976776123,-1.0,-1.0,-1.0,-1.0,-1.0,0.05744052663859363,-1.0,-1.0,-1.0,-1.0,-1.0



REQ-00000,10000,500,0.29914331436157227,4.0531158447265625e-06,['mobilenet_v3_small'],tick,1.0,weighted_majority,299.08433300442994,True,n01498041,1.0,tick,,,,,,0.15837237238883972,-1.0,-1.0,-1.0,-1.0,-1.0,0.05478112569938436,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00001,10000,500,0.2026827335357666,0.10126113891601562,['mobilenet_v3_small'],albatross,1.0,weighted_majority,202.66295783221722,True,n02058221,1.0,albatross,,,,,,0.9999791383743286,-1.0,-1.0,-1.0,-1.0,-1.0,0.05478112569938436,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00002,10000,500,0.20664000511169434,0.19888687133789062,['mobilenet_v3_small'],indigo_bunting,1.0,weighted_majority,206.29954081960022,True,n01537544,1.0,indigo_bunting,,,,,,0.9904199242591858,-1.0,-1.0,-1.0,-1.0,-1.0,0.05349461312944592,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00003,10000,500,0.30370116233825684,0.5761950016021729,['mobilenet_v3_small'],black_swan,1.0,weighted_majority,303.4705840982497,True,n01860187,1.0,black_swan,,,,,,0.9997296929359436,-1.0,-1.0,-1.0,-1.0,-1.0,0.0520212166348512,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00004,10000,500,0.24713587760925293,1.1357650756835938,['mobilenet_v3_small'],flatworm,1.0,weighted_majority,246.9774167984724,True,n01924916,1.0,flatworm,,,,,,0.6900759935379028,-1.0,-1.0,-1.0,-1.0,-1.0,0.060563894971366085,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00005,10000,500,0.2358250617980957,2.8277900218963623,['mobilenet_v3_small'],american_egret,1.0,weighted_majority,232.8269158024341,True,n02012849,1.0,american_egret,,,,,,0.8453781008720398,-1.0,-1.0,-1.0,-1.0,-1.0,0.06082400547422948,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00006,10000,500,0.24737000465393066,3.0824599266052246,['mobilenet_v3_small'],sidewinder,1.0,weighted_majority,247.3172501195222,True,n01755581,1.0,sidewinder,,,,,,0.500200092792511,-1.0,-1.0,-1.0,-1.0,-1.0,0.059275504926806534,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00007,10000,500,0.34371304512023926,3.1840450763702393,['mobilenet_v3_small'],chambered_nautilus,1.0,weighted_majority,343.69187499396503,True,n01968897,1.0,chambered_nautilus,,,,,,0.9978516101837158,-1.0,-1.0,-1.0,-1.0,-1.0,0.059275504926806534,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00008,10000,500,0.4431619644165039,3.441344976425171,['mobilenet_v3_small'],axolotl,1.0,weighted_majority,442.9643750190735,True,n01632777,1.0,axolotl,,,,,,0.8669186234474182,-1.0,-1.0,-1.0,-1.0,-1.0,0.05743356899071329,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00009,10000,500,0.20659279823303223,4.131728172302246,['mobilenet_v3_small'],plate,1.0,weighted_majority,206.1774160247296,True,n01978287,1.0,plate,,,,,,0.24095848202705383,-1.0,-1.0,-1.0,-1.0,-1.0,0.08504081209164197,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00010,10000,500,0.2541167736053467,4.857413053512573,['mobilenet_v3_small'],pelican,1.0,weighted_majority,253.95670789293945,True,n02051845,1.0,pelican,,,,,,0.4604533016681671,-1.0,-1.0,-1.0,-1.0,-1.0,0.08070213088247777,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00011,10000,500,0.30880794525146484,5.290651798248291,['mobilenet_v3_small'],great_white_shark,1.0,weighted_majority,208.61899992451072,True,n01484850,1.0,great_white_shark,,,,,,0.9951764345169067,-1.0,-1.0,-1.0,-1.0,-1.0,0.07675871779422999,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00012,10000,500,0.3064189910888672,5.65206503868103,['mobilenet_v3_small'],hermit_crab,1.0,weighted_majority,205.851708073169,True,n01986214,1.0,hermit_crab,,,,,,0.8312069773674011,-1.0,-1.0,-1.0,-1.0,-1.0,0.073605546014807,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00013,10000,500,0.24161410331726074,7.562643051147461,['mobilenet_v3_small'],whiptail,1.0,weighted_majority,241.40816600993276,True,n01740131,1.0,whiptail,,,,,,0.22103171050548553,-1.0,-1.0,-1.0,-1.0,-1.0,0.07067179141332629,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00014,10000,500,0.27563023567199707,7.908983945846558,['mobilenet_v3_small'],macaw,1.0,weighted_majority,275.3726248629391,True,n01818515,1.0,macaw,,,,,,0.999998927116394,-1.0,-1.0,-1.0,-1.0,-1.0,0.06821921227199365,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00015,10000,500,0.22042179107666016,8.36070704460144,['mobilenet_v3_small'],redshank,1.0,weighted_majority,220.3740410041064,True,n02028035,1.0,redshank,,,,,,0.4013251066207886,-1.0,-1.0,-1.0,-1.0,-1.0,0.07338469104479428,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00016,10000,500,0.2600240707397461,8.459389925003052,['mobilenet_v3_small'],toucan,1.0,weighted_majority,259.9703341256827,True,n01843383,1.0,toucan,,,,,,0.9999479055404663,-1.0,-1.0,-1.0,-1.0,-1.0,0.07338469104479428,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00019,10000,500,0.21210908889770508,9.25376296043396,['mobilenet_v3_small'],garden_spider,1.0,weighted_majority,212.03962480649352,True,n01773797,1.0,garden_spider,,,,,,0.877949595451355,-1.0,-1.0,-1.0,-1.0,-1.0,0.06781045974628337,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00018,10000,500,1.0828490257263184,8.719319105148315,['mobilenet_v3_small'],electric_ray,1.0,weighted_majority,1082.751375157386,True,n01496331,1.0,electric_ray,,,,,,0.8178766369819641,-1.0,-1.0,-1.0,-1.0,-1.0,0.06781045974628337,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00017,10000,500,1.28627610206604,8.581178188323975,['mobilenet_v3_small'],water_ouzel,1.0,weighted_majority,1283.997582970187,True,n01601694,1.0,water_ouzel,,,,,,0.9972510933876038,-1.0,-1.0,-1.0,-1.0,-1.0,0.07010962194031485,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00020,10000,500,0.3198709487915039,9.994019985198975,['mobilenet_v3_small'],hammerhead,1.0,weighted_majority,319.64637502096593,True,n01494475,1.0,hammerhead,,,,,,0.9443056583404541,-1.0,-1.0,-1.0,-1.0,-1.0,0.2498946481550406,-1.0,-1.0,-1.0,-1.0,-1.0



REQ-00000,10000,500,0.20116305351257324,3.0994415283203125e-06,['mobilenet_v3_small'],tick,1.0,weighted_majority,200.86570805869997,True,n01776313,1.0,tick,,,,,,0.9921607375144958,-1.0,-1.0,-1.0,-1.0,-1.0,0.0571450670327831,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00001,10000,500,0.15535521507263184,0.2392411231994629,['mobilenet_v3_small'],tench,1.0,weighted_majority,155.2465830463916,True,n01440764,1.0,tench,,,,,,0.7384735941886902,-1.0,-1.0,-1.0,-1.0,-1.0,0.05516976032950479,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00002,10000,500,0.20986008644104004,1.335245132446289,['mobilenet_v3_small'],magpie,1.0,weighted_majority,209.80991702526808,True,n01582220,1.0,magpie,,,,,,0.9994921684265137,-1.0,-1.0,-1.0,-1.0,-1.0,0.05296238429655432,-1.0,-1.0,-1.0,-1.0,-1.0
REQ-00003,10000,500,0.2373199462890625,1.432096004486084,['mobilenet_v3_small'],common_iguana,1.0,weighted_majority,237.0289999525994,True,n01677366,1.0,common_iguana,,,,,,0.9277485013008118,-1.0,-1.0,-1.0,-1.0,-1.0,0.05296238429655432,-1.0,-1.0,-1.0,-1.0,-1.0
