ID,Deadline,IAR,RespTime,RunTime,selected_models,selected_folder,label,Accuracy,combiner_policy,e2e_time_ms,Success,ModelSize,main_policy,ensemble_correct,mobilenet_v3_small_label,mobilenet_v3_small_prob,mobilenet_v3_small_wait,mobilenet_v3_small_correct,resnet18_label,resnet18_prob,resnet18_wait,resnet18_correct,resnet34_label,resnet34_prob,resnet34_wait,resnet34_correct,resnet50_label,resnet50_prob,resnet50_wait,resnet50_correct,resnet101_label,resnet101_prob,resnet101_wait,resnet101_correct,vit_b_16_label,vit_b_16_prob,vit_b_16_wait,vit_b_16_correct
REQ-00014,5000,2000,2.121374130249023,26.876391887664795,['mobilenet_v3_small'],n01877812,wallaby,1.0,weighted_majority,2121.2653750553727,Skipped,2.0,greedy,True,wallaby,0.9473612308502196,87.26672283123501,True,,,38.305219692980586,,,,39.11022812296906,,,,39.66103115684175,,,,40.68443475491544,,,,39.08204338217987,
REQ-00015,5000,2000,0.5321919918060303,29.431089162826535,"['vit_b_16', 'mobilenet_v3_small']",n02012849,crane,1.0,weighted_majority,532.155292108655,True,2.0,greedy,True,crane,0.9997716546058656,0.9248376594607408,True,,,0.5746797569189837,,,,1.3177644615237325,,,,1.6727506281271325,,,,2.7708782756280774,,crane,0.8911170363426208,1.2917477777183208,True
REQ-00016,5000,2000,0.4542398452758789,30.276156187057495,"['vit_b_16', 'mobilenet_v3_small']",n02018795,bustard,1.0,weighted_majority,454.1026251390576,True,2.0,greedy,True,bustard,0.9999732971191406,0.8376623935146668,True,,,0.5746797569189837,,,,1.3177644615237325,,,,1.6727506281271325,,,,2.7708782756280774,,bustard,0.857565701007843,1.1799408999464889,True
REQ-00017,5000,2000,0.6583561897277832,32.00235319137573,"['vit_b_16', 'mobilenet_v3_small']",n01693334,green_lizard,1.0,weighted_majority,658.1513748969883,True,2.0,greedy,True,green_lizard,0.5169432759284973,0.7590693541632001,True,,,0.5746797569189837,,,,1.3177644615237325,,,,1.6727506281271325,,,,2.7708782756280774,,green_lizard,0.384577214717865,1.08155960995184,True
REQ-00018,5000,2000,0.5017237663269043,32.88367414474487,"['vit_b_16', 'mobilenet_v3_small']",n01484850,great_white_shark,1.0,weighted_majority,501.66449998505414,True,2.0,greedy,True,great_white_shark,0.862683892250061,0.6883331187468801,True,,,0.5746797569189837,,,,1.3177644615237325,,,,1.6727506281271325,,,,2.7708782756280774,,great_white_shark,0.8345521688461304,1.010216048956656,True
REQ-00019,5000,2000,0.5522539615631104,34.411705017089844,"['vit_b_16', 'mobilenet_v3_small']",n01728572,thunder_snake,1.0,weighted_majority,551.9900410436094,True,2.0,greedy,True,thunder_snake,0.8753733038902283,0.6244806068721921,True,,,0.5746797569189837,,,,1.3177644615237325,,,,1.6727506281271325,,,,2.7708782756280774,,thunder_snake,0.8478742241859436,0.9284257440609904,True
REQ-00020,5000,2000,1.0742180347442627,34.985628843307495,"['vit_b_16', 'mobilenet_v3_small']",n01491361,tiger_shark,1.0,weighted_majority,1074.05629218556,True,2.0,greedy,True,tiger_shark,0.5103376507759094,0.5670389461849729,True,,,0.5746797569189837,,,,1.3177644615237325,,,,1.6727506281271325,,,,2.7708782756280774,,tiger_shark,0.9024620056152344,0.8654991696548915,True
REQ-00021,5000,2000,0.7604169845581055,39.18339109420776,"['vit_b_16', 'mobilenet_v3_small']",n01751748,water_snake,0.6458966272813538,weighted_majority,759.0384581126273,True,2.0,greedy,False,sea_snake,0.4764252007007599,0.5155085515664757,True,,,0.5746797569189837,,,,1.3177644615237325,,,,1.6727506281271325,,,,2.7708782756280774,,water_snake,0.8690158128738403,0.8563805526894024,False
REQ-00022,5000,2000,1.3370871543884275,44.68300795555115,"['vit_b_16', 'mobilenet_v3_small']",n01955084,chiton,1.0,weighted_majority,1336.9429160375148,True,2.0,greedy,True,chiton,0.9998464584350586,0.4689955964098281,True,,,0.5746797569189837,,,,1.3177644615237325,,,,1.6727506281271325,,,,2.7708782756280774,,chiton,0.8584198951721191,0.8185790974204622,True
REQ-00023,5000,2000,0.9364640712738036,47.31976914405823,"['vit_b_16', 'mobilenet_v3_small']",n01677366,common_iguana,1.0,weighted_majority,936.2117080017924,True,2.0,greedy,True,common_iguana,0.9850682616233826,0.4267947367688453,True,,,0.5746797569189837,,,,1.3177644615237325,,,,1.6727506281271325,,,,2.7708782756280774,,common_iguana,0.8675582408905029,0.827871087678416,True
REQ-00024,5000,2000,7.359320163726807,47.64296507835388,"['mobilenet_v3_small', 'resnet101']",n02058221,albatross,1.0,weighted_majority,7359.047624981031,True,2.0,greedy,True,albatross,0.9769658446311952,0.4623609648329158,True,,,0.6225697366622323,,,,1.42757816665071,,,,1.8121465138043935,,albatross,0.9994056224822998,3.001784798597084,True,,,38.869693120916665,
REQ-00008,5000,2000,56.97959613800049,18.29776096343994,['mobilenet_v3_small'],n01644900,bullfrog,1.0,weighted_majority,56979.385749902576,Skipped,2.0,greedy,False,bullfrog,0.4895081520080566,50.72730834858012,False,,,54.08176651041667,,,,100.41457925633334,,,,101.80472395058334,,,,104.103594179,,,,51.39894413627819,
REQ-00000,5000,2000,76.21178317070007,4.0531158447265625e-06,"['vit_b_16', 'resnet101']",n01883070,wombat,0.5316372420909039,weighted_majority,76211.491541937,True,2.0,greedy,True,,,0.0606342856563469,,,,0.0879791743544262,,,,0.1402577350263695,,,,0.1970157013915215,,beaver,0.2521882951259613,0.6449659729200857,False,wombat,0.2862582206726074,0.2983379200525661,True
REQ-00009,5000,2000,58.52381420135498,19.517027139663696,['mobilenet_v3_small'],n01978287,dungeness_crab,1.0,weighted_majority,58523.467750055715,Skipped,2.0,greedy,True,dungeness_crab,0.7024663090705872,75.15546596695674,True,,,26.193962828702293,,,,75.98642163795674,,,,77.37656633220672,,,,79.67543656062341,,,,26.97078651790158,
REQ-00005,5000,2000,70.02623891830444,8.954553127288818,"['mobilenet_v3_small', 'resnet34']",n01756291,king_snake,1.0,weighted_majority,70025.90629202314,True,2.0,greedy,False,king_snake,0.8345828056335449,0.0597117570907122,False,,,0.0879791743544262,,king_snake,0.8424952626228333,0.1402577350263695,False,,,47.820159914,,,,49.942193971,,,,35.879716727,
REQ-00003,5000,2000,78.77628207206726,3.140752077102661,"['vit_b_16', 'resnet50']",n01796340,ptarmigan,1.0,weighted_majority,78776.08616580255,True,2.0,greedy,True,,,0.0606342856563469,,,,0.0879791743544262,,,,0.1402577350263695,,ptarmigan,0.9960886240005492,0.1970157013915215,True,,,49.942193971,,ptarmigan,0.8927902579307556,0.2920599752425786,True
REQ-00028,5000,2000,43.78461003303528,53.15758800506592,"['vit_b_16', 'mobilenet_v3_small']",n01632458,spotted_salamander,1.0,weighted_majority,43784.36850011349,True,2.0,greedy,True,spotted_salamander,0.9307780265808104,1.254913460334456,True,,,1.4876184221486932,,,,2.2926268521371713,,,,2.6771951992908543,,,,54.9690921540698,,spotted_salamander,0.6890197396278381,1.7300973709729166,True
REQ-00026,5000,2000,44.96237397193909,51.98796916007995,"['vit_b_16', 'mobilenet_v3_small']",n01735189,garter_snake,1.0,weighted_majority,44962.17920887284,True,2.0,greedy,True,garter_snake,0.9534085392951964,1.2549134603344665,True,,,1.4876184221487034,,,,2.292626852137181,,,,2.677195199290865,,,,54.969092154069806,,garter_snake,0.8491913080215454,1.7300973709729268,True
REQ-00044,5000,2000,16.682392835617065,81.62335801124573,['mobilenet_v3_small'],n01698640,pelican,1.0,weighted_majority,16682.204583194107,Skipped,2.0,greedy,False,pelican,0.2320877909660339,60.21213819661744,False,,,9.558473571763006,,,,10.363482001751482,,,,10.748050348905169,,,,12.321255120504816,,,,12.091671364653733,
REQ-00043,5000,2000,18.59677290916443,81.49251198768616,['mobilenet_v3_small'],n02027492,red-backed_sandpiper,1.0,weighted_majority,18596.59554203972,Skipped,2.0,greedy,True,red-backed_sandpiper,0.895294725894928,55.93911866649105,True,,,5.285454041636618,,,,6.090462471625096,,,,6.475030818778778,,,,8.048235590378429,,,,7.818651834527344,
REQ-00045,5000,2000,20.30832529067993,82.92324614524841,['mobilenet_v3_small'],n01774750,tarantula,1.0,weighted_majority,20308.146457886323,Skipped,2.0,greedy,True,tarantula,0.3764393031597137,64.4526689955065,True,,,13.799004370652062,,,,14.60401280064054,,,,14.988581147794225,,,,16.561785919393873,,,,16.33220216354279,
REQ-00046,5000,2000,19.460684061050415,87.55995607376099,['mobilenet_v3_small'],n02002556,white_stork,1.0,weighted_majority,19460.33920813352,Skipped,2.0,greedy,True,white_stork,0.9745419025421144,69.22493627739222,True,,,18.57127165253779,,,,19.376280082526268,,,,19.760848429679953,,,,21.3340532012796,,,,21.104469445428517,
REQ-00032,5000,2000,55.42832279205322,61.52702808380127,"['mobilenet_v3_small', 'resnet101']",n02018795,bustard,1.0,weighted_majority,55428.031290881336,True,2.0,greedy,True,bustard,0.9999371767044068,1.0965188234549663,True,,,1.3292237852692037,,,,2.134232215257682,,,,2.518800562411365,,bustard,0.9995774626731871,4.092005334011014,True,,,39.57634716952364,
REQ-00047,5000,2000,34.256022930145264,88.93952012062073,['mobilenet_v3_small'],n01773549,spider_web,1.0,weighted_majority,34255.87600003928,Skipped,2.0,greedy,False,spider_web,0.5202772617340088,73.74757968339829,False,,,23.09391505854385,,,,23.89892348853233,,,,24.28349183568601,,,,25.85669660728566,,,,25.627112851434575,
REQ-00035,5000,2000,55.21098518371582,72.96204018592834,"['mobilenet_v3_small', 'resnet101']",n01675722,banded_gecko,1.0,weighted_majority,55210.64200019464,True,2.0,greedy,True,banded_gecko,0.9987743496894836,0.9381241865754788,True,,,1.170829148389716,,,,1.9758375783781936,,,,2.3604059255318774,,banded_gecko,0.9999529123306274,3.9336106971315266,True,,,39.41795253264416,
REQ-00048,5000,2000,40.253565311431885,90.11380195617676,['mobilenet_v3_small'],n01685808,whiptail,1.0,weighted_majority,40253.25049995445,Skipped,2.0,greedy,True,whiptail,0.9834729433059692,78.23773435816702,True,,,27.584069733312575,,,,28.389078163301058,,,,28.773646510454743,,,,30.346851282054388,,,,30.117267526203307,
REQ-00025,5000,2000,81.68896794319153,49.191856145858765,"['vit_b_16', 'mobilenet_v3_small']",n01985128,american_lobster,0.5849716051232199,weighted_majority,81688.42670903541,True,2.0,greedy,False,american_lobster,0.9039801955223083,0.3898647748479951,False,,,0.6225697366622323,,,,1.42757816665071,,,,1.8121465138043935,,,,54.104043468583335,,crayfish,0.6413601040840149,0.8650486854864556,True
REQ-00037,5000,2000,56.22076201438904,74.6784839630127,"['mobilenet_v3_small', 'resnet101']",n01560419,bulbul,1.0,weighted_majority,56220.52308381535,True,2.0,greedy,True,bulbul,0.9768433570861816,0.92228472288753,True,,,1.154989684701767,,,,1.959998114690245,,,,2.3445664618439284,,bulbul,0.999986171722412,3.917771233443578,True,,,39.40211306895621,
REQ-00030,5000,2000,78.7929379940033,55.36428999900818,"['mobilenet_v3_small', 'resnet101']",n01955084,chiton,1.0,weighted_majority,78792.53837489523,True,2.0,greedy,True,chiton,0.9320764541625975,1.2549134603344547,True,,,1.487618422148692,,,,2.2926268521371695,,,,2.677195199290854,,chiton,0.9998071789741516,4.250399970890502,True,,,39.73474180640312,
REQ-00049,5000,2000,43.65932583808899,91.5195291042328,['mobilenet_v3_small'],n02018795,bustard,1.0,weighted_majority,43659.19325011782,Skipped,2.0,greedy,True,bustard,0.6923522353172302,83.04249037129007,True,,,32.38882574643564,,,,33.193834176424126,,,,33.57840252357781,,,,35.151607295177456,,,,34.922023539326375,
REQ-00050,5000,2000,50.014235973358154,91.93231630325316,['mobilenet_v3_small'],n01806143,peacock,1.0,weighted_majority,50006.96466700174,Skipped,2.0,greedy,True,peacock,0.997043788433075,87.8147576531758,True,,,37.161093028321375,,,,37.96610145830985,,,,38.35066980546354,,,,39.92387457706319,,,,39.69429082121211,
REQ-00034,5000,2000,80.16370582580566,66.67643117904663,"['mobilenet_v3_small', 'resnet101']",n01531178,goldfinch,0.794948652665629,weighted_majority,80151.44633385353,True,2.0,greedy,True,lemon,0.2573206424713135,0.9579235161854148,False,,,1.190628477999652,,,,1.9956369079881295,,,,2.3802052551418136,,goldfinch,0.9975876808166504,3.9534100267414622,True,,,39.43775186225409,
REQ-00051,5000,2000,54.93332290649414,93.9849898815155,['mobilenet_v3_small'],n01910747,jellyfish,1.0,weighted_majority,54919.38529186882,Skipped,2.0,greedy,True,jellyfish,0.409816026687622,92.58702493506156,True,,,41.933360310207114,,,,42.73836874019559,,,,43.12293708734928,,,,44.69614185894893,,,,44.466558103097846,
REQ-00039,5000,2000,75.78253483772278,75.27701926231384,"['mobilenet_v3_small', 'resnet101']",n01608432,kite,0.6632247682383184,weighted_majority,75767.12691690773,True,2.0,greedy,True,black_stork,0.3826241493225097,0.8589268681357353,False,,,1.0916318299499723,,,,1.8966402599384504,,,,2.281208607092134,,kite,0.7535168528556824,3.854413378691783,True,,,39.3387552142044,
REQ-00052,5000,2000,55.55278396606445,95.54186487197876,['mobilenet_v3_small'],n01755581,diamondback,1.0,weighted_majority,55537.36445889808,Skipped,2.0,greedy,True,diamondback,0.623836100101471,97.10966834106762,True,,,46.456003716213175,,,,47.26101214620165,,,,47.64558049335533,,,,49.21878526495499,,,,48.98920150910391,
REQ-00041,5000,2000,76.51449394226074,76.30528616905212,"['mobilenet_v3_small', 'resnet101']",n01491361,tiger_shark,1.0,weighted_majority,76497.94708308764,True,2.0,greedy,True,tiger_shark,0.6080381274223328,0.8122182809333247,True,,,1.0449232427475617,,,,1.84993167273604,,,,2.234500019889723,,tiger_shark,0.7993612289428711,3.807704791489373,True,,,39.292046627001994,
REQ-00053,5000,2000,56.92267370223999,95.9502980709076,['mobilenet_v3_small'],n01806143,peacock,1.0,weighted_majority,56906.2642918434,Skipped,2.0,greedy,True,peacock,0.9999765157699584,93.1187614180582,True,,,42.465096793203784,,,,43.27010522319226,,,,35.10863451009317,,,,36.681839281692824,,,,36.45225552584174,
REQ-00036,5000,2000,82.83314824104309,74.07455110549927,"['mobilenet_v3_small', 'resnet101']",n01693334,green_lizard,1.0,weighted_majority,82814.2989159096,True,2.0,greedy,True,green_lizard,0.8312421441078186,0.92228472288753,True,,,1.154989684701767,,,,1.959998114690245,,,,2.3445664618439284,,green_lizard,0.576115071773529,3.917771233443578,True,,,39.40211306895621,
REQ-00042,5000,2000,80.50349020957947,76.81581807136536,"['mobilenet_v3_small', 'resnet101']",n01622779,great_grey_owl,1.0,weighted_majority,80484.7712079063,True,2.0,greedy,True,great_grey_owl,1.0,0.8447070121706577,True,,,1.0774119739848949,,,,1.8824204039733727,,,,2.266988751127056,,great_grey_owl,0.999429166316986,3.840193522726705,True,,,39.32453535823933,
REQ-00054,5000,2000,60.48830270767212,97.37659907341003,['mobilenet_v3_small'],n01498041,stingray,1.0,weighted_majority,60469.32883304544,Skipped,2.0,greedy,True,stingray,0.4728262424468994,40.1540531476693,True,,,38.192077263077394,,,,38.99708569306587,,,,39.38165404021956,,,,40.95485881181921,,,,40.725275055968126,
REQ-00056,5000,2000,58.58937907218933,99.32459497451782,['mobilenet_v3_small'],n01667778,box_turtle,1.0,weighted_majority,58568.71287501417,Skipped,2.0,greedy,False,box_turtle,0.8623932003974915,40.36943194944049,False,,,38.125343457731574,,,,38.93035188772005,,,,39.31492023487373,,,,94.21961544091934,,,,40.65854125062231,
REQ-00027,5000,2000,106.8280930519104,52.128669023513794,"['vit_b_16', 'mobilenet_v3_small']",n01630670,common_newt,1.0,weighted_majority,106808.5911248345,True,2.0,greedy,True,common_newt,0.5446163415908813,1.2549134603344585,True,,,1.4876184221486957,,,,2.2926268521371735,,,,2.677195199290857,,,,54.9690921540698,,common_newt,0.9077019095420836,1.730097370972919,True
REQ-00055,5000,2000,60.74417567253113,98.30530714988708,['mobilenet_v3_small'],n01829413,hornbill,1.0,weighted_majority,60724.6601250954,Skipped,2.0,greedy,True,hornbill,0.9984022974967957,40.36943194944049,True,,,38.40745606484858,,,,39.21246449483706,,,,39.597032841990746,,,,41.170237613590395,,,,40.94065385773931,
REQ-00029,5000,2000,105.56869506835938,54.41414189338684,"['vit_b_16', 'mobilenet_v3_small']",n01675722,banded_gecko,0.5609724499098578,weighted_majority,105548.73033287004,True,2.0,greedy,True,rock_crab,0.645346462726593,1.2549134603344547,False,,,1.487618422148692,,,,2.2926268521371695,,,,2.677195199290854,,,,54.96909215406979,,banded_gecko,0.8245987892150879,1.7300973709729153,True
REQ-00031,5000,2000,100.10826182365416,59.8987820148468,"['mobilenet_v3_small', 'resnet101']",n01847000,drake,1.0,weighted_majority,100088.3674591314,True,2.0,greedy,True,drake,0.9999943971633912,1.159876678206762,True,,,1.392581640020999,,,,2.1975900700094773,,,,2.58215841716316,,drake,0.9994279742240906,4.155363188762809,True,,,39.63970502427543,
REQ-00033,5000,2000,110.70443415641785,62.23802590370178,"['mobilenet_v3_small', 'resnet101']",n02027492,dowitcher,0.5690305835342377,weighted_majority,110681.0616669245,True,2.0,greedy,False,dowitcher,0.7076549530029297,0.9833797971124756,False,,,1.2160847589267127,,,,2.02109318891519,,,,2.405661536068874,,red-backed_sandpiper,0.5359600186347961,3.9788663076685222,True,,,39.46320814318115,
REQ-00038,5000,2000,104.80728220939636,75.115238904953,"['mobilenet_v3_small', 'resnet101']",n01818515,macaw,1.0,weighted_majority,104783.1762500573,True,2.0,greedy,True,macaw,0.9977669715881348,0.8661266243575302,True,,,1.0988315861717672,,,,1.9038400161602451,,,,2.2884083633139287,,macaw,0.9999663829803468,3.861613134913578,True,,,39.345954970426206,
REQ-00040,5000,2000,114.0689709186554,75.92494702339172,"['mobilenet_v3_small', 'resnet101']",n01644900,tailed_frog,1.0,weighted_majority,114040.9382910002,True,2.0,greedy,True,tailed_frog,0.5543792247772217,0.8518169401531965,True,,,1.0845219019674337,,,,1.8895303319559111,,,,2.274098679109595,,tailed_frog,0.9683323502540588,3.847303450709244,True,,,39.33164528622187,
REQ-00000,5000,2000,1.2306501865386963,3.0994415283203125e-06,"['vit_b_16', 'resnet101']",n01855672,goose,1.0,weighted_majority,1228.706582915038,True,2.0,greedy,True,,,0.0500686555642144,,,,0.0909501206409036,,,,0.1524141639292926,,,,0.1225482200350436,,goose,0.9969929456710817,0.4799907923492099,True,goose,0.8618209958076477,0.1821937455215508,True
REQ-00001,5000,2000,0.9148941040039062,2.466179132461548,"['vit_b_16', 'resnet101']",n01978287,dungeness_crab,1.0,weighted_majority,913.7140419334172,True,2.0,greedy,True,,,0.0500686555642144,,,,0.0909501206409036,,,,0.1524141639292926,,,,0.1225482200350436,,dungeness_crab,0.9127123951911926,0.5079402131142889,True,dungeness_crab,0.8624058365821838,0.1814307709693957,True
REQ-00002,5000,2000,1.443073034286499,4.804769039154053,"['vit_b_16', 'resnet101']",n01687978,agama,1.0,weighted_majority,1442.536124959588,True,2.0,greedy,True,,,0.0500686555642144,,,,0.0909501206409036,,,,0.1524141639292926,,,,0.1225482200350436,,agama,0.9990943670272828,0.49552789180286,True,agama,0.8836485147476196,0.1819011938724561,True
REQ-00003,5000,2000,0.6018128395080566,7.765872001647949,"['vit_b_16', 'resnet101']",n01828970,bee_eater,1.0,weighted_majority,601.6059999819845,True,2.0,greedy,True,,,0.0500686555642144,,,,0.0909501206409036,,,,0.1524141639292926,,,,0.1225482200350436,,bee_eater,0.9999231100082396,0.5155779026225741,True,bee_eater,0.8931765556335449,0.1831367744852106,True
REQ-00004,5000,2000,1.3587450981140137,9.906147956848145,"['vit_b_16', 'resnet101']",n01667114,mud_turtle,1.0,weighted_majority,1357.2408750187606,True,2.0,greedy,True,,,0.0500686555642144,,,,0.0909501206409036,,,,0.1524141639292926,,,,0.1225482200350436,,mud_turtle,0.7206231355667114,0.4816638123603167,True,mud_turtle,0.7522298097610474,0.1822267970366895,True
REQ-00005,5000,2000,0.958960771560669,15.238348960876465,"['vit_b_16', 'resnet101']",n01984695,spiny_lobster,1.0,weighted_majority,957.6915418729186,True,2.0,greedy,True,,,0.0500686555642144,,,,0.0909501206409036,,,,0.1524141639292926,,,,0.1225482200350436,,spiny_lobster,0.9914827346801758,0.511924631124285,True,spiny_lobster,0.8203264474868774,0.1839165173330205,True
REQ-00006,5000,2000,0.886260986328125,16.41820502281189,"['vit_b_16', 'resnet101']",n01664065,loggerhead,1.0,weighted_majority,886.0646670218557,True,2.0,greedy,True,,,0.0500686555642144,,,,0.0909501206409036,,,,0.1524141639292926,,,,0.1225482200350436,,loggerhead,0.8097062110900879,0.5138924680118565,True,loggerhead,0.8941065669059753,0.1820813655997185,True
REQ-00007,5000,2000,0.699242115020752,18.99146413803101,"['vit_b_16', 'resnet101']",n02028035,redshank,1.0,weighted_majority,698.9033750724047,True,2.0,greedy,True,,,0.0500686555642144,,,,0.0909501206409036,,,,0.1524141639292926,,,,0.1225482200350436,,redshank,0.9999078512191772,0.4973553212106709,True,redshank,0.8972959518432617,0.1816457290397466,True
REQ-00008,5000,2000,0.705651044845581,19.872822999954224,"['vit_b_16', 'resnet101']",n01820546,lorikeet,1.0,weighted_majority,705.3642920218408,True,2.0,greedy,True,,,0.0500686555642144,,,,0.0909501206409036,,,,0.1524141639292926,,,,0.1225482200350436,,lorikeet,0.9968122839927672,0.4638923890896038,True,lorikeet,0.8923059105873108,0.180514456135772,True
REQ-00009,5000,2000,1.139981985092163,21.18076515197754,"['vit_b_16', 'resnet101']",n01739381,vine_snake,1.0,weighted_majority,1139.5415409933776,True,2.0,greedy,True,,,0.0500686555642144,,,,0.0909501206409036,,,,0.1524141639292926,,,,0.1225482200350436,,vine_snake,0.9893231987953186,0.4477004501806434,True,vine_snake,0.8597805500030518,0.1794672105221948,True
REQ-00010,5000,2000,0.8593342304229736,26.37970805168152,"['vit_b_16', 'resnet101']",n02018795,bustard,1.0,weighted_majority,858.6669999640435,True,2.0,greedy,True,,,0.0500686555642144,,,,0.0909501206409036,,,,0.1524141639292926,,,,0.1225482200350436,,bustard,0.9438690543174744,0.4595919051625791,True,bustard,0.8711249828338623,0.1805924894699753,True
REQ-00011,5000,2000,1.154952049255371,32.126023054122925,"['vit_b_16', 'resnet101']",n01491361,tiger_shark,0.585344263072171,weighted_majority,1154.1562078054994,True,2.0,greedy,True,,,0.0500686555642144,,,,0.0909501206409036,,,,0.1524141639292926,,,,0.1225482200350436,,tiger_shark,0.7257177233695984,0.4498989146463211,True,great_white_shark,0.5140957832336426,0.1786828405229777,False
REQ-00012,5000,2000,0.9482879638671876,34.58624291419983,"['vit_b_16', 'resnet101']",n02077923,sea_lion,1.0,weighted_majority,946.754249976948,True,2.0,greedy,True,,,0.0500686555642144,,,,0.0909501206409036,,,,0.1524141639292926,,,,0.1225482200350436,,sea_lion,0.9995808005332948,0.436728223181689,True,sea_lion,0.8969669342041016,0.17620205647068,True
REQ-00013,5000,2000,0.790790319442749,39.45632290840149,"['vit_b_16', 'resnet101']",n01667778,terrapin,1.0,weighted_majority,788.4508329443634,True,2.0,greedy,True,,,0.0500686555642144,,,,0.0909501206409036,,,,0.1524141639292926,,,,0.1225482200350436,,terrapin,0.8941026926040649,0.4262203008635201,True,terrapin,0.7895002365112305,0.174183850823612,True
REQ-00014,5000,2000,0.905397891998291,40.68383193016052,"['vit_b_16', 'resnet101']",n01729322,hognose_snake,1.0,weighted_majority,905.3331250324844,True,2.0,greedy,True,,,0.0500686555642144,,,,0.0909501206409036,,,,0.1524141639292926,,,,0.1225482200350436,,hognose_snake,0.998316764831543,0.4165105707771681,True,hognose_snake,0.846983015537262,0.1721771657412508,True
